country_name,unit_desc,country_code,location_desc,county_ansi,county_code,state_alpha,domaincat_desc,group_desc,watershed_code,domain_desc,sector_desc,state_name,week_ending,Value,statisticcat_desc,asd_code,load_time,prodn_practice_desc,begin_code,state_fips_code,agg_level_desc,commodity_desc,util_practice_desc,source_desc,county_name,reference_period_desc,region_desc,CV (%),end_code,year,freq_desc,asd_desc,watershed_desc,congr_district_code,zip_5,class_desc,state_ansi,short_desc
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.19,PRICE RECEIVED,,2026-02-27 15:00:00.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2026,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.41,PRICE RECEIVED,,2026-03-30 15:00:00.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2026,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.59,PRICE RECEIVED,,2026-04-30 15:00:00.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2026,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.68,PRICE RECEIVED,,2026-05-29 15:00:00.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2026,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.84,PRICE RECEIVED,,2026-06-29 15:00:00.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2026,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.33,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.67,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.66,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.8,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.87,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.7,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.57,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.16,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.97,PRICE RECEIVED,,2025-12-15 15:00:00.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.98,PRICE RECEIVED,,2025-12-15 15:00:00.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.15,PRICE RECEIVED,,2025-12-31 15:00:00.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.36,PRICE RECEIVED,,2026-01-30 15:00:00.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2025,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.43,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.32,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.32,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.31,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.43,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.38,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.04,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.68,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.72,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.82,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.03,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.31,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2024,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.42,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.49,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.28,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.42,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.1,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.19,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.98,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.56,PRICE RECEIVED,,2023-09-29 15:00:00.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.5,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.85,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.4,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.64,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2023,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.57,PRICE RECEIVED,,2023-03-01 15:00:00.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.95,PRICE RECEIVED,,2022-04-29 15:01:27.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.53,PRICE RECEIVED,,2022-05-31 15:03:15.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
