country_name,unit_desc,country_code,location_desc,county_ansi,county_code,state_alpha,domaincat_desc,group_desc,watershed_code,domain_desc,sector_desc,state_name,week_ending,Value,statisticcat_desc,asd_code,load_time,prodn_practice_desc,begin_code,state_fips_code,agg_level_desc,commodity_desc,util_practice_desc,source_desc,county_name,reference_period_desc,region_desc,CV (%),end_code,year,freq_desc,asd_desc,watershed_desc,congr_district_code,zip_5,class_desc,state_ansi,short_desc
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,7.07,PRICE RECEIVED,,2022-06-30 15:02:08.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,7.08,PRICE RECEIVED,,2022-07-29 15:01:54.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,7.22,PRICE RECEIVED,,2022-08-31 15:06:19.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.64,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.85,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.58,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.27,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.31,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.24,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2022,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.39,PRICE RECEIVED,,2022-02-28 15:03:56.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.8,PRICE RECEIVED,,2022-03-31 15:02:29.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.06,PRICE RECEIVED,,2022-04-29 15:01:27.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.54,PRICE RECEIVED,,2022-05-31 15:03:15.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.25,PRICE RECEIVED,,2022-06-30 15:02:08.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.34,PRICE RECEIVED,,2022-07-29 15:01:54.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.27,PRICE RECEIVED,,2022-08-31 15:06:19.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,6.54,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.74,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.01,PRICE RECEIVED,,2021-12-30 15:01:46.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.25,PRICE RECEIVED,,2022-01-31 15:05:53.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,5.41,PRICE RECEIVED,,2022-02-28 15:03:56.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2021,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.15,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.14,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.99,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.66,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.46,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.54,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.47,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.29,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.62,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.78,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.91,PRICE RECEIVED,,2021-12-30 15:01:46.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.11,PRICE RECEIVED,,2022-01-31 15:05:53.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2020,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.69,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.73,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,02,39,STATE,CORN,GRAIN,SURVEY,,FEB,,,02,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.74,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,03,39,STATE,CORN,GRAIN,SURVEY,,MAR,,,03,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.64,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,04,39,STATE,CORN,GRAIN,SURVEY,,APR,,,04,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.79,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,05,39,STATE,CORN,GRAIN,SURVEY,,MAY,,,05,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.28,PRICE RECEIVED,,2020-11-30 15:04:12.000,ALL PRODUCTION PRACTICES,06,39,STATE,CORN,GRAIN,SURVEY,,JUN,,,06,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.59,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,07,39,STATE,CORN,GRAIN,SURVEY,,JUL,,,07,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.3,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,08,39,STATE,CORN,GRAIN,SURVEY,,AUG,,,08,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.11,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,39,STATE,CORN,GRAIN,SURVEY,,SEP,,,09,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.14,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,10,39,STATE,CORN,GRAIN,SURVEY,,OCT,,,10,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.06,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,11,39,STATE,CORN,GRAIN,SURVEY,,NOV,,,11,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,4.13,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,12,39,STATE,CORN,GRAIN,SURVEY,,DEC,,,12,2019,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,OHIO,,,OH,NOT SPECIFIED,FIELD CROPS,00000000,TOTAL,CROPS,OHIO,,3.54,PRICE RECEIVED,,2019-11-27 15:09:50.000,ALL PRODUCTION PRACTICES,01,39,STATE,CORN,GRAIN,SURVEY,,JAN,,,01,2018,MONTHLY,,,,,ALL CLASSES,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
